wplcode;Woonplaatsnaam;gemcode;Gemeentenaam;Provinciecode;Provincienaam;Veiligheidsregio;Politie-eenheid;Omgevingsdienst
3031;Hardinxveld-Giessendam;0523;Hardinxveld-Giessendam;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid
3253;Haren;0828;Oss;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord
1266;Haren Gn;0017;Haren;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
1339;Harfsen;0262;Lochem;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Achterhoek
1676;Harich;1940;De Fryske Marren;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2515;Haringhuizen;1911;Hollands Kroon;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
3178;Harkema;0059;Achtkarspelen;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1349;Harkstede;1952;Midden-Groningen;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
3635;Harkstede GN;0014;Groningen;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
2891;Harlingen;0072;Harlingen;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1072;Harmelen;0632;Woerden;26;Utrecht;Utrecht;Midden-Nederland;Omgevingsdienst Regio Utrecht
2228;Harreveld;1586;Oost Gelre;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Achterhoek
2768;Harskamp;0228;Ede;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst De Vallei
2310;Hartwerd;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2490;Haskerdijken;0074;Heerenveen;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2491;Haskerhorne;1940;De Fryske Marren;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2199;Hasselt;1896;Zwartewaterland;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
2882;Hattem;0244;Hattem;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Noord-Veluwe
3069;Hattemerbroek;0269;Oldebroek;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Noord-Veluwe
3576;Haule;0085;Ooststellingwerf;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3577;Haulerwijk;0085;Ooststellingwerf;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3566;Hauwert;0420;Medemblik;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
3113;Havelte;1701;Westerveld;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
3114;Havelterberg;1701;Westerveld;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
2852;Hazerswoude-Dorp;0484;Alphen aan den Rijn;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst Midden-Holland
2851;Hazerswoude-Rijndijk;0484;Alphen aan den Rijn;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst Midden-Holland
1625;Hedel;0263;Maasdriel;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland
3515;Hedikhuizen;0797;Heusden;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord
2623;Hee;0093;Terschelling;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2407;Heeg;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1917;Heel;1641;Maasgouw;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
2987;Heelsum;0274;Renkum;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst Regio Arnhem
1576;Heelweg;1509;Oude IJsselstreek;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Achterhoek
1551;Heemserveen;0160;Hardenberg;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
2458;Heemskerk;0396;Heemskerk;27;Noord-Holland;Kennemerland;Noord-Holland;Omgevingsdienst IJmond
2563;Heemstede;0397;Heemstede;27;Noord-Holland;Kennemerland;Noord-Holland;Omgevingsdienst IJmond
1387;Heenvliet;1930;Nissewaard;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR
2865;Heerde;0246;Heerde;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Noord-Veluwe
3523;Heerenveen;0074;Heerenveen;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1626;Heerewaarden;0263;Maasdriel;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland
1746;Heerhugowaard;0398;Heerhugowaard;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
2398;Heerjansdam;0642;Zwijndrecht;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid
1590;Heerle;1674;Roosendaal;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
1312;Heerlen;0917;Heerlen;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg
3516;Heesbeen;0797;Heusden;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord
3059;Heesch;1721;Bernheze;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord
3361;Heesselt;0304;Neerijnen;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland
3060;Heeswijk-Dinther;1721;Bernheze;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord
1498;Heeten;0177;Raalte;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
1314;Heeze;1658;Heeze-Leende;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant
3204;Hegebeintum;1722;Ferwerderadiel;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1031;Hegelsom;1507;Horst aan de Maas;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
2109;Hei- en Boeicop;0707;Zederik;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid
2946;Heibloem;1640;Leudal;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
2329;Heide;0984;Venray;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
2483;Heijen;0907;Gennep;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
1228;Heijenrath;1729;Gulpen-Wittem;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg
1318;Heijningen;1709;Moerdijk;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
3091;Heikant;0677;Hulst;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
2292;Heilig Landstichting;1945;Berg en Dal;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Regio Nijmegen
1899;Heiligerlee;1895;Oldambt;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
1243;Heiloo;0399;Heiloo;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
2381;Heinenoord;0585;Binnenmaas;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid
1255;Heinkenszand;0654;Borsele;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
1492;Heino;0177;Raalte;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
3033;Hekelingen;1930;Nissewaard;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR
1909;Hekendorp;0589;Oudewater;26;Utrecht;Utrecht;Midden-Nederland;Omgevingsdienst Regio Utrecht
3441;Helden;1894;Peel en Maas;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
1778;Helenaveen;0762;Deurne;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant
3583;Hellendoorn;0163;Hellendoorn;23;Overijssel;Twente;Oost-Nederland;RUD Twente
2137;Hellevoetsluis;0530;Hellevoetsluis;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR
3362;Hellouw;0304;Neerijnen;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland
1350;Hellum;1952;Midden-Groningen;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
1146;Helmond;0794;Helmond;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant
1428;Helvoirt;0788;Haaren;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord
1507;Hem;0498;Drechterland;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
1970;Hemelum;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1865;Hemmen;1734;Overbetuwe;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst Regio Arnhem
1202;Hempens;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3347;Hemrik;0086;Opsterland;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2352;Hendrik-Ido-Ambacht;0531;Hendrik-Ido-Ambacht;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid
3510;Hengelo;0164;Hengelo;23;Overijssel;Twente;Oost-Nederland;RUD Twente
1535;Hengelo (Gld);1876;Bronckhorst;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Achterhoek
1443;Hengevelde;1735;Hof van Twente;23;Overijssel;Twente;Oost-Nederland;RUD Twente
3098;Hengstdijk;0677;Hulst;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
1186;Hensbroek;1598;Koggenland;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
1365;Herbaijum;1949;Waadhoeke;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2590;Herkenbosch;1669;Roerdalen;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
2378;Herkingen;1924;Goeree-Overflakkee;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR
2566;Hernen;0296;Wijchen;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Regio Nijmegen
3255;Herpen;0828;Oss;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord
3517;Herpt;0797;Heusden;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord
2282;Herten;0957;Roermond;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
3570;Hertme;0147;Borne;23;Overijssel;Twente;Oost-Nederland;RUD Twente
1866;Herveld;1734;Overbetuwe;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst Regio Arnhem
2977;Herwen;0299;Zevenaar;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst Regio Arnhem
2354;Herwijnen;0733;Lingewaal;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland
1867;Heteren;1734;Overbetuwe;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst Regio Arnhem
2648;Heukelom;0824;Oisterwijk;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
2355;Heukelum;0733;Lingewaal;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland
3495;Heumen;0252;Heumen;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Regio Nijmegen
2929;Heusden;0743;Asten;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant
3518;Heusden;0797;Heusden;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord
2988;Heveadorp;0274;Renkum;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst Regio Arnhem
2947;Heythuysen;1640;Leudal;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
1288;Hezingen;0183;Tubbergen;23;Overijssel;Twente;Oost-Nederland;RUD Twente
3398;Hiaure;0058;Dongeradeel;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2311;Hichtum;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2016;Hidaard;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3223;Hierden;0243;Harderwijk;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Noord-Veluwe
2312;Hieslum;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3013;Hijken;1731;Midden-Drenthe;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
3227;Hijum;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2017;Hilaard;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3535;Hillegom;0534;Hillegom;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland
1307;Hilvarenbeek;0798;Hilvarenbeek;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
1036;Hilversum;0402;Hilversum;27;Noord-Holland;Gooi en Vechtstreek;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek
1968;Hindeloopen;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2018;Hinnaard;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1488;Hippolytushoef;1911;Hollands Kroon;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
1363;Hitzum;1949;Waadhoeke;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1838;Hobrede;0385;Edam-Volendam;27;Noord-Holland;Zaanstreek-Waterland;Noord-Holland;Omgevingsdienst IJmond
1256;Hoedekenskerke;0654;Borsele;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
3626;Hoef en Haag;0620;Vianen;26;Utrecht;Utrecht;Midden-Nederland;Omgevingsdienst Regio Utrecht
1130;Hoek;0715;Terneuzen;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
3082;Hoek van Holland;0599;Rotterdam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR
2257;Hoenderloo;0200;Apeldoorn;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Veluwe IJssel
2772;Hoenderloo;0228;Ede;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst De Vallei
1313;Hoensbroek;0917;Heerlen;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg
1627;Hoenzadriel;0263;Maasdriel;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland
2871;Hoevelaken;0267;Nijkerk;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst De Vallei
1250;Hoeven;1655;Halderberge;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
1089;Hoge Hexel;0189;Wierden;23;Overijssel;Twente;Oost-Nederland;RUD Twente
2938;Hollandsche Rading;0310;De Bilt;26;Utrecht;Utrecht;Midden-Nederland;Omgevingsdienst Regio Utrecht
1813;Hollandscheveld;0118;Hoogeveen;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
2586;Hollum;0060;Ameland;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2156;Holsloot;0109;Coevorden;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
1567;Holten;1742;Rijssen-Holten;23;Overijssel;Twente;Oost-Nederland;RUD Twente
1217;Holthees;0756;Boxmeer;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord
1552;Holtheme;0160;Hardenberg;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
1553;Holthone;0160;Hardenberg;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
2814;Holtum;1883;Sittard-Geleen;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg
3399;Holwerd;0058;Dongeradeel;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3237;Holwierde;0010;Delfzijl;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
2408;Hommerts;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1868;Homoet;1734;Overbetuwe;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst Regio Arnhem
2656;Honselersdijk;1783;Westland;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden
1597;Hoofddorp;0394;Haarlemmermeer;27;Noord-Holland;Kennemerland;Noord-Holland;Omgevingsdienst Noordzeekanaalgebied
2968;Hoofdplaat;1714;Sluis;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
3564;Hoog Soeren;0200;Apeldoorn;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Veluwe IJssel
1434;Hoogblokland;0689;Giessenlanden;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid
1874;Hooge Mierde;1667;Reusel-De Mierden;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant
2575;Hooge Zwaluwe;1719;Drimmelen;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
1066;Hoogeloon;1728;Bladel;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant
1554;Hoogenweg;0160;Hardenberg;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
1000;Hoogerheide;0873;Woensdrecht;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
3014;Hoogersmilde;1731;Midden-Drenthe;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
3115;Hoogersmilde;1701;Westerveld;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
1814;Hoogeveen;0118;Hoogeveen;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
1018;Hoogezand;1952;Midden-Groningen;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
3015;Hooghalen;1731;Midden-Drenthe;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
1508;Hoogkarspel;0498;Drechterland;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
1521;Hoog-Keppel;1876;Bronckhorst;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Achterhoek
1665;Hoogland;0307;Amersfoort;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht
1666;Hooglanderveen;0307;Amersfoort;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht
3034;Hoogmade;1884;Kaag en Braassem;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland
3083;Hoogvliet Rotterdam;0599;Rotterdam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR
2790;Hoogwoud;0432;Opmeer;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
3614;Hoorn;0405;Hoorn;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
2615;Hoorn;0093;Terschelling;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1435;Hoornaar;0689;Giessenlanden;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid
2197;Hoornsterzwaag;0074;Heerenveen;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2948;Horn;1640;Leudal;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
3416;Hornhuizen;1663;De Marne;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
2905;Horssen;0225;Druten;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Regio Nijmegen
1032;Horst;1507;Horst aan de Maas;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
2053;Houten;0321;Houten;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht
3282;Houtigehage;0090;Smallingerland;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3417;Houwerzijl;1663;De Marne;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
1001;Huijbergen;0873;Woensdrecht;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
1637;Huis ter Heide;1699;Noordenveld;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
2825;Huis ter Heide;0355;Zeist;26;Utrecht;Utrecht;Midden-Nederland;Omgevingsdienst Regio Utrecht
3057;Huisduinen;0400;Den Helder;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
3257;Huisseling;0828;Oss;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord
3130;Huissen;1705;Lingewaard;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst Regio Arnhem
1011;Huizen;0406;Huizen;27;Noord-Holland;Gooi en Vechtstreek;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek
3447;Huizinge;0024;Loppersum;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
2359;Hulsberg;0951;Nuth;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg
1875;Hulsel;1667;Reusel-De Mierden;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant
2984;Hulshorst;0302;Nunspeet;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Noord-Veluwe
3088;Hulst;0677;Hulst;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
2068;Hulten;0784;Gilze en Rijen;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
1523;Hummelo;1876;Bronckhorst;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Achterhoek
2019;Húns;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2949;Hunsel;1640;Leudal;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
2449;Hurdegaryp;0737;Tytsjerksteradiel;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1628;Hurwenen;0263;Maasdriel;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland
2529;Idaerd;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2313;Idsegahuizum;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2492;Idskenhuizen;1940;De Fryske Marren;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2409;Idzega;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2020;Iens;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1048;IJhorst;0180;Staphorst;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
2410;IJlst;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2835;IJmuiden;0453;Velsen;27;Noord-Holland;Kennemerland;Noord-Holland;Omgevingsdienst IJmond
2701;IJsselham;1708;Steenwijkerland;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
2895;IJsselmuiden;0166;Kampen;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
2432;IJsselstein;0353;IJsselstein;26;Utrecht;Utrecht;Midden-Nederland;Omgevingsdienst Regio Utrecht
2974;IJzendijke;1714;Sluis;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
1099;IJzendoorn;1740;Neder-Betuwe;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland
1941;Ilpendam;0852;Waterland;27;Noord-Holland;Zaanstreek-Waterland;Noord-Holland;Omgevingsdienst IJmond
2411;Indijk;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1226;Ingber;1729;Gulpen-Wittem;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg
2728;Ingelum;1949;Waadhoeke;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3376;Ingen;0214;Buren;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland
1973;It Heidenskip;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2021;Itens;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2950;Ittervoort;1640;Leudal;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
1959;Jaarsveld;0331;Lopik;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht
